Content,Domain,Sentiment,Discrimination,,Channel
"After a combined experiment of National Aquatic Resources Research and Development Agency (NARA), SLCDF and community members, has come up with an oyster tumbling machine which is highly efficient low cost hand tool for women oyster farmers in Kalpitiyia area.  
Oyster tumbling machine is mainly used to grade and produce quality oysters on a weekly basis. 
On an experimental level initially a machine was introduced to Praja Sanwardhana Sanvidhanaya Kandakuliya that was equipped with nylon brushes and steel wool brushes. Cleaning mechanism was performed according to the rotating speed and cleaning power of attached brushes. It was manually operated and for easy operation a rotating power gear was included. Water should be poured with buckets (nearly 20L) and oysters loaded from either side of drum. It has the capacity to accommodate nearly 40-50 mature oysters in one cycle. Drain tap was attached to the side for dirty water removal. When testing the machine a few areas for improvement was observed.  
In the improved version of the tumbling machine the inside of the drum and the centre bar are lined with rubber mats which increase cleaning mechanism and protect oyster shells from any physical damage ensuring more safety of mature oysters. Mats having holes help sieve dirt on oysters drained to the tank with soiled water.  
The time previously spent on cleaning the oysters has been reduced by hours for the oyster farming women with the introduction of this handy machine. They see it as user friendly perfectly working machine that has given them extra time for family and other needs.   
This project has been funded by Stichting Gilles of Belgium and implemented with technical assistance from NARA. Similar machines would be provided to the two other community based organizations working under this project in Kalpitiya lagoon area.",Women,Positive,Non Discriminative,,Social Media
"National Lead Poisoning Prevention Week of Action 2023
======================================

#DYK Many of the effects of lead on the nervous system last a lifetime and can include reduced IQ, difficulty learning, irritability, and anti-social behavior. As for Sri Lanka, we do not have statistics related to childhood lead poisoning and have no facilities for blood lead testing. Therefore, It’s time we #BanLeadPaint globally and end childhood #LeadPoisoning. #LeadExposure #ILPPW2023 More info: https://bit.ly/3Z13Got

ඔබ දන්නවාද?
ඊයම් විෂවීම් නිසා ස්නායු පද්ධතියට බලපෑම් ඇතිවන අතර මේවායින් බහුතරයක් ජීවිතකාලය පුරාවටම බලපායි. බුද්ධි මට්ටම අඩු වීම, ඉගෙනීමේ අපහසුතා, නුරුස්සන ස්වභාවය, සමාජ විරෝධී හැසිරීම්,  මින් සමහරකි. ශ්‍රී ලංකාවේ අපට ඊයම් විෂවීම් පිළිබඳ දත්ත නැත. එසේම රුධිරගත ඊයම් ප්‍රමාණය බැලීමට පර්යේෂණ පහසුකම්ද නැත. මේ නිසා ඊයම් විෂවීමේ මාර්ග හඳුනාගෙන ඒවා වළක්වා ගැනීමට අප කටයුතු කල යුතුයි. වැඩිදුර විස්තර සිංහලෙන් : https://www.youtube.com/watch?v=KOx0p83AJdM&t=9s 

IPEN: for a toxics-free future

#NLPPW #LeadFreeKids #BanLeadPaint  #leadpoisoning #LeadPoisoningPrevention  #LeadExposure #ILPPW2023",None,Positive,Non Discriminative,,Social Media
"Discover the power of a well-crafted corporate wardrobe. Dress for success and leave a lasting impression in the corporate world. 👗👞 

https://satynmag.com/dressing-for-success-in-the-corporate-world/

#dressforsuccess #CorporateChic #satynmag #satynfashion #satynssuite #fashiontips #howto",None,Positive,Non Discriminative,,Social Media
"Through United Nations Development Programme - UNDP's partnership with the Ministry of Youth and Sports, and its agencies under the UNDP in Asia and the Pacific Regional Youth Programme (YEP-AP) 2023-2026 Programme, Citra Lab is supporting the user-centred, future ready institutional transformation of the National Youth Corps. 

This week we kicked off the ToT/TtT series, for Life Skills Instructors, on the improved National Life Skills Curriculum that will be implemented nationwide next year across #SriLanka 

170+ instructors from across the country will undergo the training process in 3 batches, for which 3 out of 9 modules will be covered this week including; 

1. Diversity and Inclusion
2. Critical Media and Information Literacy
3. Innovation and Entrepreneurship

Youth Co:Lab United Nations Youth Sri Lanka Youth United Nations Sri Lanka National Youth Corps",None,Positive,Non Discriminative,,Social Media
"The 2nd module residential training programme of the New Jersey Mental Health Institute (NJMHI) funded project was concluded successfully on the 10th of January 2019 at the Institute of Addiction Management Training Centre in Kalutara. The three day training programme was attended by participants from the districts of Matara, Polonnaruwa, Jaffna, Galle, Mullaitivu, Kegalle, Kandy, Ampara, Batticaloa, Hambantota and Moneragala. They have enjoyed every session of their learnings as well the physical exercises they participated in at the end of each day, as a stress reliever. 

The 2nd module training started off by initially looking into the assignments given to these trainees at the end of the 1st module training last November. Each of them presented the services they provided for mental health in the districts and the facts of the findings on the resources available.

The 2nd module focused to impart both theoretical knowledge and practical skills in individual counselling so that participants are able to address the basic mental health needs of the community through life education and counselling. This training programme too was conducted in both Tamil and Sinhala languages for the convenience of the participants and a total of 35 attended, 15 Male and 20 Female. Ms. Inoka Barclay representative of the NJMHI was present throughout whole period of the training programme.",None,Positive,Non Discriminative,,Social Media
"CEPA announces appointment of new Executive Director  
 
The Centre for Poverty Analysis, Sri Lanka welcomed the appointment of Dr Herath Gunatilake as its new Executive Director.   

 Dr Gunatilake has a Bachelor’s degree in Agriculture (Sri Lanka), Postgraduate Diploma in Sustainable Agriculture (Norway), Masters in Natural Resources Management (Norway), and PhD in Resource Economics (United States). He served as Senior lecturer, Professor and finally as Head, Department of Agricultural Economics, University of Peradeniya from January 1986 - February 2004 .  
  
Thereafter, he joined ADB as an environment specialist and served as natural resource economist, economist, and energy economist in different departments. As the former Director of the Environment and Safeguards Division in the Sustainable Development and Climate Change Department of ADB, he provided oversight on environment and social safeguards on ADB projects.    

 He has published more than 50 journal articles; about 25 ADB publications; and five books on energy, natural resources, and environmental economics. His publications are on various subjects on agricultural, natural resources, forestry, energy and environmental economics. His recent publications are on economics of biofuel, hydropower development and economic growth, impact evaluation of energy sector investments, private sector participation in infrastructure provisions, assessing and unbundling demand for water and electricity, energy trade and regional cooperation, and transport sector investments, economic growth and poverty reduction.  

 Dr. Gunatilake was a former member of the Board of South Asia Network for Development and Environmental Economics (SANDEE). He is a Fellow of the Institute of Policy Studies Colombo, Visiting Professor at Kelaniya and Peradeniya Universities, Member of Agricultural Economists Association, and Member of Research and Training Committee in Hector Kobbakaduwa Research and Training Institute.   

 CEPA wishes him all the Best!",None,Positive,Non Discriminative,,Social Media
"WIF-UNDP GEF SGP Women Entrepreneurships Development Program. Session on Digital Marketing by Mr. Amitha Amarasinghe
Former COO, Ogilvy Digital Sri Lanka. 
Session helped women entrepreneurs to create  digital footprint for their busineses and to explore entrepreneurial opportunities. 

#wif, #womenentrepreneurs #womenempowement  #womeninbusiness #women",Women,Positive,Non Discriminative,,Social Media
"Comfiest shoe options for women over 50 
1) Flats
2) Block heeled booties
3) Loafers
4) Athletic sneakers
5) Wedges
6) Slip-on Sandles

Visit https://satynmag.com/women-over-50-can-wear-fashionablecomfortable-shoes/ to read more! 😍 

#shoes #50plus #womenshoes #mom #trending #xyzbca",Women,Positive,Non Discriminative,,Social Media
"Selection of winners of Inter-school Essay and Art Competition on the topic “Minimizing the pollution of ocean through management of waste including polythene and plastic in the Gin Ganga river basin” was held on the 25th of November 2018 at the Wakwella Management and Development Training Centre in Galle after two months of preparation by the school students. This competition was part of the USAID/DIG funded MWRP project executed in the Galle district. Environment clubs were formed and those in existence were capacitated further. Through these clubs the children were taught on the 3R process, importance of waste segregation at household and the impact caused by plastic and polythene in the environment. This essay and art competition was initiated with the intention of witnessing if the school children have gained sufficient knowledge on SWM, the result was clearly evident through the meaningful essays written and the colorful drawings. The wining art belonged to B. A. I. Hirusha Prabashwara from Christ school in Baddegama. The judging panel included those from Department Of Education And Department Of Local Government Southern Province. The NGO leaders and community facilitators played a significant role throughout the process.",None,Positive,Non Discriminative,,Social Media
"IESC’s USAID LinkSME project in Vietnam and the Agency for Enterprise Development (AED) gathered 90 representatives from local small and medium enterprises (SMEs) in Phu To province to learn about “Digitizing Digital Business Models and Embracing Digital Marketing.” The two-day training offered an overview of digital transformation (DX) development trends, e-commerce, e-solutions, and the steps needed for their implementation. It also included a practice session where participants utilized live streaming to sell their products via e-commerce platforms, with feedback from the trainer. This was one of the ten training courses offered by USAID LinkSME in collaboration with the Ministry of Planning and Investment to raise awareness of DX for SMEs across Vietnam, enhance SME competitiveness, and strengthen their adaptability.",None,Positive,Non Discriminative,,Social Media
"WIF-UNDP GEF SGP Women Entrepreneurships Development Program. Session on Sales Channel Development by Mr. Rohan Somawansa, Director Marketing, DSI Group. 
An amazing session of experience and knowledge sharing for growth. 

#wif, #womenentrepreneurs #womenempowement  #womeninbusiness #women",Women,Positive,Non Discriminative,,Social Media
"Are you interested in being Front Line Defenders' next Protection Coordinator for West and Central Africa? You will lead response to human rights defenders at risk in the region. 

See full job description and apply here: 
https://www.frontlinedefenders.org/en/recruitment-volunteering?width=740&height=500&inline=true#job-46--description",None,Positive,Non Discriminative,,Social Media
"Peace, justice & strong institutions are key to achieving the #GlobalGoals by 2030.

On today's #PeaceDay let us commit to taking action to advance the #SDGs and build a more inclusive, sustainable, and peaceful world for all.

🕊 For more information on this year's theme 'Actions for Peace: Our Ambition for the #GlobalGoals', please visit: https://www.un.org/en/observances/international-day-peace

#ActionsForPeace",None,Positive,Non Discriminative,,Social Media
"IESC’s USDA Food for Progress-funded Trade–Facilitating Agricultural Systems and Technology project (Proyecto T-FAST) provided critical technical support to Paraguay in constructing its National Network of Food Laboratories of Paraguay (RENLAP). RENLAP connects all food inspection laboratories in Paraguay, strengthening analysis capacity and ensuring food safety. National and regional laboratory networks guide synergies between laboratories to improve efficiency and user service between public and private laboratories. RENLAP offers training, interlaboratory tests, implementation of management systems, and other services to participating laboratories. It also strengthens infrastructure quality through testing, calibration, and inspection. More than 20 Paraguayan laboratories signed the network agreement in an inauguration workshop, which featured presentations from RENLAP counterparts in Brazil, Colombia, Guatemala, Peru, and the Dominican Republic. #USDA #TFAST #RENLAP",None,Positive,Non Discriminative,,Social Media
"Human rights defender Javier Medardo Feijoo Villa has been targeted with several death threats to him and his family through ongoing  calls and voice messages. The callers, who targeted him for two weeks in early October, claim to have him under surveillance, and have access to his data, as well as tracking all his movements. 

Front Line Defenders believes these threats are linked to his peaceful activity as a community leader, where he works to stop criminal acts and illicit activities (ma
inly assaults and robberies caused by criminal groups that threaten the area), and defend the water, nature and  territories belonging to local communities.

We urge the Ecuadorian authorities to initiate an immediate, thorough and impartial investigation into the death threats and guarantee the human rights defender and his family’s protection and physical integrity, as well as bringing those responsible to justice in accordance with international standards. 

Read more:https://www.frontlinedefenders.org/en/case/death-threats-against-human-rights-defender-and-community-leader-javier-medardo-feijoo-villa
#Ecuador",None,Positive,Non Discriminative,,Social Media
"On June 29, 2023, IESC’s USDA Food for Progress-funded Agricultural Trade and Climate Smart Innovation (ATraCSI) project team signed four letters of collaboration with key Honduran government counterparts seeking to streamline agricultural export and import trade processes with ATraCSI. The four organizations include the Secretariat of Agriculture and Livestock (SAG) through the National Agricultural Sanitation and Food Safety Service (SENASA), the Sanitary Regulation Agency (ARSA), Customs, and the Secretariat of Economic Development. These cooperative efforts will strengthen IESC’s approach to simplifying, modernizing, and harmonizing processes for trade in Honduras.",None,Positive,Non Discriminative,,Social Media
"One of the expected results from the USAID/DIG funded project LANTERN executed in the Northern Province of the country is to inform public and civil society to reduce plastics pollution of marine environments and use of 3Rs through campaigns and awareness programmes. With this in mind as of now 9 village level awareness programmes have been conducted by the TOT trainers in the 3 Urban Councils of Northern Province Chavakachcheri, Valvettithurai and Point Pedro from the 4th to 12th of December 2018. The partner organizations of this Solid Waste Management project VOGT (Vadamarachchy Organization of Good Templars), CORE (Consortiums of Organizations for Rural Empowerment) and CFCD (Center for Child Development) have played a significant role in organizing these programmes. These awareness programmes mainly focus on educating the villagers on the 3R system and help them initiate waste segregation from their households. Also some of the present participants were keen in finding alternatives for polythene bags. A beach clean-up and awareness programme too was held for the coastal community advising them to collect the garbage littered along the beaches once a week. This is just the beginning, there are more trainings and awareness programmes to be continued through this project! Plastic zero forum - Jaffna

Await!",None,Positive,Non Discriminative,,Social Media
"WIF-UNDP GEF SGP Women Entrepreneurships Development Program. Session on Marketing and Sales Channel Development by Mr.Nalin Brian Karunaratne · Chief Executive Officer at Ceylon Biscuits Limited. 
#wif, #womenentrepreneurs #womenempowement  #womeninbusiness #women",Women,Positive,Non Discriminative,,Social Media
"""Decisive action must be taken to protect our forests and our way of life.""

Nazira's plea for #ClimateAction echoes the urgency of #SDG13, as climate change is affecting communities across #SriLanka—a country that is among the most vulnerable to the effects of climate change.

🌏 Learn more about how you can help advance the #GlobalGoals: https://sdgs.un.org/goals/

💧 Learn more about what is being done to build climate resilience and help affected Sri Lankans like Nazira: https://www.undp.org/srilanka/projects/integrated-water-management-project

#SDGSummit
UNDP Sri Lanka",None,Positive,Non Discriminative,,Social Media
"අද සිට ඊයම් විෂ වීම වැළැක්වීමේ සතිය ඇරබේ !!
National Lead Poisoning Prevention Week Starts today!!

ලෝක සෞඛ්‍යය සංවිධානය හා එක්සත් ජාතීන්ගේ පරිසර වැඩසටහන එක්ව ජාත්‍යන්තර වශයෙන් ප්‍රකාශයට පත්කර ඇති ඊයම් විෂවීම් වළක්වාලීමේ ජාත්‍යන්තර සතිය 2023 ඔක්තෝබර් 22 සිට 28 දින තෙක් යෙදී ඇත. සෑම වසරකම ඔක්තෝබර් මස අවසන් සතියට යෙදී තිබෙන මෙම සතියේ බලාපොරොත්තුව නම්, ඊයම් නැමති, හානිකර බැර ලෝහයෙන් ඇතිවන සෞඛ්‍ය ගැටලු සහ ඒවායින් වැළකීම පිළිබඳව මහජනතාව, රජයන්, ව්‍යාපාරිකයන් ඇතුළු, ඊයම් විෂවීම් වැළැක්වීමට දායක විය හැකි සියළු පාර්ශවකරුවන් දැනුවත් කිරීම සහ බල ගැන්වීමයි. 2013 වසරේ ඇරඹුණු මෙම සතිය මෙවර සමරන්නේ එකොලොස්වන වරටයි.

""The World Health Organisation (WHO) along with the United Nations Environmental Programme has announced the International Lead Poisoning Prevention Week of Action, in the last week of October every year. In 2023, it falls between 22n to 28th October 2023, that celebrates the 11th year of this annual endeavor, inaugurated in 2013, which was initiated with the aim of raising awareness among public, governments, businesses, and all stakeholders related to sources of lead exposure and taking preventive measures.

 #NLPPW2023 #LeadFreeKids",None,Positive,Non Discriminative,,Social Media
"We Don’t Owe! We Won’t Pay! 
Women in Sri Lanka demand economic justice in the face of the ongoing debt crisis 
********************************************
Women’s rights groups in Sri Lanka reject the current debt restructuring solutions that place the burden of repayment on Sri Lanka’s working classes, particularly its women. They are demanding urgent and sustainable solutions to the ongoing debt crisis in Sri Lanka, that respond to the actual lived experiences, struggles, and needs of the people. 
At the ‘National Convening on Debt and Women’s Human Rights’ held in Colombo on 9-10 August 2023, women’s rights groups from Sri Lanka and other Asian countries discussed the ways the ongoing crisis has impacted their lives and the inadequacy of government solutions to respond in meaningful ways. They also severely criticized the historical and current roles played by international financial institutions mainly the World Bank and IMF in imposing unjust austerity measures and their lack of accountability in worsening economic crises in the region. 
Sri Lanka is currently going through a crippling economic crisis because of an unsustainable debt burden of 103.8% of GDP as of March 2023. This crisis hit households at a time when many had not yet recovered from the shocks of COVID-19. The government response of austerity measures to secure an International Monetary Fund bailout are being hurriedly rolled out, with no public consultation. This has included cuts in public spending, steep increases in utility tariffs, food and energy costs, indirect and regressive taxation, and limited cash handouts as social security. 
This has particularly impacted low to middle-income families, and labor laws that threaten to roll back gains in wage and job security, especially for women. Critically, the Government of Sri Lanka has decided to use the earnings of the Employee Provident Funds to repay Sri Lanka’s debt - forcing Sri Lanka’s working class to bear the burden of repaying the wealthiest creditors - and has blocked resistance and legal challenges to the same. 
“The social security funds of workers are being compromised to pay the debt for the richest income earners in the world. The government has decided to trade off the savings - for many of them this is the only savings - of some of the most hardworking people in Sri Lanka,” said lawyer and activist, Lakmali Hemachandra. “There are severe violations going on with the domestic debt restructuring. The restructuring process is due to finish in September and by that time, workers will lose the security of their savings. We need the international community to hear and condemn the fact that creditors are being paid with workers' savings and the Government and IMF is continuing to hold the position that there is people’s buy-in for this. There is no people's buy-in, people just don’t have a way to communicate that,” Hemachandra said.
The Convening reaffirmed that women are disproportionately affected by both the economic crisis and current state solutions to restructure the debt. Due to their unpaid caregiving roles at the household level, women often shoulder responsibilities of ensuring families are fed looked after, and educated, even as they face falling wages, rising food, electricity, and water bills, precarious and informal employment, and lack of access to meaningful social security. “Households can only meet their basic food needs by taking daily loans, weekly loans, and other borrowings at very high-interest rates. We cannot manage basic needs with our income anymore. How is this fair?” said Suganya Kandeepan, Feminist Collective for Economic Justice.     
Social security is not charity but a human right of all people. Women’s groups are demanding that universal social security in this time of crisis be made binding and enforceable by law. Without meaningful expansion of social safety nets and increasing fiscal allocation, targeted schemes like Aswesuma will not benefit the millions of families hit hard by the crisis. “In order to fund universal social security, we demand the government start taxing the rich, taxing corporations and reduce regressive consumer taxes like VAT with immediate effect, and expand budgetary allocation for social security beyond the current limit of 0.6% of GDP. We need to also expand social security to include other forms of support to relieve stress on household debt: guaranteed days of work, weekly nutritional food basket, health and education support, and transport support.” - Sarala Emmanuel, Feminist Collective for Economic Justice. 
Juan Pablo Bohoslavsky, Former UN Independent Expert on Debt and Human Rights said, “We also need to question why only domestic creditors have been asked by the government to make a sacrifice and accept, to some extent, a haircut in their credit. External debt holders should also be asked to make a similar contribution to bring sovereign debt to a sustainable level. According to international law, in the Sri Lankan context, prohibition of discrimination means inter-creditor equity in sovereign debt restructuring.”
Sri Lanka is one of several countries in Asia and the Pacific currently grappling with the impacts of a debt crisis. Women’s rights groups across Asia Pacific have expressed solidarity with the people of Sri Lanka, with the Regional Coordinator of APWLD Misun Woo saying, “It is outrageous to hear countless similar stories of violence women go through in a debt crisis.  Women’s stories across Asia and the Pacific confirm that there is a ‘debt formula’ which is a clear manifestation of neo-colonialism and imperialism that takes away peoples’ life, dignity, and sovereign power.  APWLD stands in solidarity with the women and people of Sri Lanka and joins your struggles for justice and freedom. “
The national convening was co-organized by the Law and Society Trust (LST), National Fisheries Solidarity Organisation (NAFSO), The Women and Media Collective (WMC), Colombo Urban Lab, The Asia Pacific Forum on Women, Law, and Development (APWLD). Participants included representatives from groups of labor activists, trade unions, rural and urban women, academia, and civil society from Sri Lanka and Asia. 
Useful Links: 
Law and Society Trust (LST) - https://www.lstlanka.org/
National Fisheries Solidarity Organisation (NAFSO) - https://www.nafso-online.org/
Colombo Urban Lab - https://www.csf-asia.org/colombo-urban-lab/
The Women and Media Collective (WMC) – www.womenandmediacollective.org
Feminist Collective for Economic Justice (FCEJ) - https://www.srilankafeministcollective.org/
Asia Pacific Forum on Women, Law, and Development – www.apwld.org

For any press queries, interviews, and further information, please contact:

From Law and Society Trust:
Sandun Thudugala, Head of Programmes
Email: hop@lstlanka.org
 
From APWLD
Lyn Pano, Programme Manager
Email: lyn@apwld.org",Women,Positive,Non Discriminative,,Social Media
"Happy #WorldYouthSkillsDay! Today IESC celebrates the power of youth skills development for a brighter future through the numerous initiatives of the USAID North Macedonia Youth Actively Create Opportunities Activity.

IESC recently worked #WithYouthForYouth to give young people in North Macedonia opportunities to strengthen their entrepreneurial, culinary, and soft skills, collaborate with the private sector on real projects, learn how to become cyber leaders, and be active in their communities.

Stay tuned for more exciting initiatives as we continue to empower youth for a brighter tomorrow. #WYSD2023",None,Positive,Non Discriminative,,Social Media
"We're looking for our next Frank Jennings Fellow! Does this sound like you?

 - You are a recent university graduate with native-level English skills and Spanish or French fluency. 
- You have excellent drafting skills and a proven ability of synthesising information into succinct briefings.
- You have excellent administrative skills.
- You have some knowledge of the UN system and international and human rights law. 
- You are flexible and co-operative.

Find out more and apply here:https://www.frontlinedefenders.org/en/recruitment-volunteering?width=740&height=500&inline=true#job-45--description&utm_source=facebook&utm_medium=Zoho+Social",None,Positive,Non Discriminative,,Social Media
"Calling all female entrepreneurs and small business owners!📣 
Join us on Satyn's WhatsApp channel for FREE exclusive programs and a supportive community dedicated to your success! 💼✨ 

https://whatsapp.com/channel/0029Va9YDu25fM5XFUIPpk0m

#womenentrepreneur #satynmag #smallbusinessbigdreams #womenempoweringwomen",Women,Positive,Non Discriminative,,Social Media
"Initiated in Sri Lanka in 2017, The Biodiversity Finance Initiative - BIOFIN is currently in its 2nd phase, with the aim of promoting innovative financial solutions to mobilize adequate resources for sustainable biodiversity management in Sri Lanka.

Watch more to understand how United Nations Development Programme - UNDP #SriLanka is catalyzing investments towards #BiodiversityFinance 

UNDP in Asia and the Pacific United Nations Sri Lanka",None,Positive,Non Discriminative,,Social Media
"Due to the current economic crisis , it is estimated that more than 3 million families will require social protection and welfare benefits catering to a range of needs. 

Explore our interactive page! 
 
https://cepa-sl.shinyapps.io/Welfare_Benefits_SL-Budget2023/",None,Positive,Non Discriminative,,Social Media
"People need to be aware of symptoms of mental illness and the measures that need to be taken to alleviate them. In order to fulfill this purpose people of the community need to be educated on this arena. With this aim in mind the New Jersey Mental Health Institute has funded the project “Enhance the capacity as facilitators on basic Mental Health Needs/ Requirements.” Training programme for the 1st module, had its inauguration on the 15th of November 2018 following the training sessions up to the 18th of November 2018. Participants from selected districts of Kandy, Matara, Polannaruwa, Galle, Jaffna, Batticaloa, Kilinochchi, Ampara, Kegalle, Moneragala, Mullaitivu and Hambantota were present for this residential training at the Institute of Addiction Management Training Centre in Kalutara.  As representatives from the Tamil and Sinhala speaking districts were present, training sessions were held in either languages simultaneously. Ms. Veronica S. Jayagoda and Ms. Inoka Barclay representatives from New Jersey Mental Health Institute were present at these training session. 
Training programme for the 2nd module will be held from the 7th to 10th of January 2019.",None,Positive,Non Discriminative,,Social Media
"Asian stocks have tumbled after early results from the US presidential polls suggested a victory for Donald Trump looked more plausible.
All major markets in the region are now lower, with money flowing into safe haven stocks, gold and currencies including the yen.",None,Positive,Non Discriminative,,Social Media
"As per the women's wellbeing survey 2019, “1 in 5 women in Sri Lanka have experienced sexual/physical violence by an intimate partner in their lifetime; and 1 in 4 women in Sri Lanka have experienced sexual/physical violence since the age of 15”. 
Any form of Violence against women should not be tolerated. We need to put an end to this.  
Violence against women is a crime and a violation of human rights. Lets unite to fight against it. 
#wifit",Women,Negative,Non Discriminative,,Social Media
"The current economic crisis requires budgetary allocations to cover a larger pool of vulnerable people. Take a look at the expenditure estimates in the 2023 Budget in terms of investments of public funds into “economic sectors” as presented by the Ministry of Finance.  

One of the sectors is Social Protection, that has several different packages that needs to cover diverse needs.",None,Negative,Non Discriminative,,Social Media
"Empowering Women's Financial Rights: Former UN expert highlights the vital link between economic policies and human rights at our collaborative media briefing event. 
- The Morning reports -

#womenempowermentevent #SriLanka #EconomicPolicies #humanrights",Women,Positive,Non Discriminative,,Social Media
"On 15th November, 2018, “Crossing Boundaries – Youth Groups Sri Lanka” project held a National Youth Forum at the Sri Lanka Foundation.

The 3-year project had groups of youth participating from Galle, Baticaloa and Kilinochchi districts, 48 per year with balanced gender from each district with diverse ethnicity. Over 100 youth from the three districts gathered one last time to conclude the 3 year long journey at this event.

Mr. Charitha Ratwatte graced the occasion as the Chief Guest while Members of the Board of both Helvetas and SLCDF too participated. H.E. Hans Peter Mock, Ambassador of Switzerland to Sri Lanka and Maldives and Regional Coordinators (Vietnam and Sri Lanka Helvetas Swiss Intercooperation) Ms. Daniela Renne and Mr. Christoph Oertke with their Country Representative Ms. Shiranthi Jayathilaka represented Helvetas. Mr. Henry de Mel Treasurer SLCDF Board with Mr. Tissa Wijetunga Executive Director participated from SLCDF.

The event had mix of cultural performances that showcased the unity among the youth. An exhibition comprising their art creations were on display at the lobby. Highlight of the event was the inspirational talk given by the First Sri Lankan to summit Mount Everest – Ms. Jayanthi Kuru Utumpala. She concluded by saying “It is important that we climb the mountain of life by conquering ourselves”

The parents of some of the youth expressed their views at this programme, saying that the fear they once had in their hearts melted away when hosting these children from other ethnicity in their homes.

The programme was organized exquisitely with many youth performances where the team spirit of youth were amazing and truly showed that they are ready for a long journey together as peace facilitators.",Muslim,Positive,Non Discriminative,,Social Media
"NEW PODCAST: 

Mary Lawlor, the founder of Front Line Defenders, is currently the UN Special Rapportuer on Human Rights Defenders. This year marked 25 years of the UN Declaration on Human Rights Defenders.

Mary, interviewed by Mary Moynihan of @smashingtimes, shares invaluable insights into the achievements for human rights defenders over the last 25 years, how the landscape has changed and evolved in terms of the protection of HRDs. She also shares her story of how Front Line Defenders came into being, and special moments she has had through her career with HRDs, as well as what it means to be a Special Rapporteur to HRDs.

Listen now: 

https://on.soundcloud.com/UaMz1

https://open.spotify.com/episode/0QcX9ZHZaB8If1XGSlV5tu?si=iEGIcAX-SnGniJoLYHC1dA",None,Positive,Non Discriminative,,Social Media
"Empowering Women's Financial Rights: Former UN expert highlights the vital link between economic policies and human rights at our collaborative media briefing event. 
- Daily Mirror reports -
#womenempowermentevent #SriLanka #EconomicPolicies #humanrights",Women,Positive,Non Discriminative,,Social Media
"Under the USAID/DIG project in the Galle district 50 volunteers were chosen to be trained as “Community Environmental Facilitators” from the 22 villages surrounding the “Gin Ganga Mityawatha”.  Each of these Community Environmental Facilitators conduct awareness programs in the villages for which 20 families attend 318 programs have been completed by them. Waste segregation at household level using the 3R method is one of the main objectives of this project. A participant during a training programme suggested using used waste cloth such as T-shirts found in each household as waste collecting bags “it is important to take measures to safeguard our environment, why don’t we take small steps like this from our household? as they are eco-friendly, inexpensive and durable!” 
#DIY #3R #WasteCollection",None,Positive,Non Discriminative,,Social Media
"As part of the Dublin Arts and Human Rights Festival taking place thi week, producers of the Docudays Film Festival, Ukraine, will be discussing the realities of producing and presenting a festival while under siege. The event will also pay tribute to Ukrainian writer Victoria Amelina, who spoke passionately at the 2022 Dublin Arts and Human Rights Festival about bringing the war in Ukraine to a close, but who sadly passed away earlier this year as a result of a missile strike in Ukraine. 

You won't want to miss the amazing speakers in this panel discussion taking place tomorrow at The Pumphouse from 7 to 9 p.m.! 

See more about the speakers and book your free spot now:
https://smashingtimes.ie/event/voices-from-ukraine-war-film-and-human-rights/
#DAHRF",None,Positive,Non Discriminative,,Social Media
"Three woman human rights defenders from #Ecuador have become victim to death threats as a result of their human rights work protecting the rights of banana workers in Ecuador. 

The WHRDs are coordinators of the Ecuadorian trade union ASTAC (Asociación Sindical de Trabajadores Agrícolas y Campesinos), and received death threats through WhatsApp messages, which included detailed information about their family members and addresses, demanding them to refrain from defending workers' rights and not to interfere with the interests of banana companies, or face grave danger.

Front Line Defenders and Swedwatch, together with over 40 other civil society organisations, are calling on companies sourcing bananas from Ecuador to reach out to their suppliers and ensure the case is investigated in order to hold perpetrators accountable and adopt a zero tolerance policy against attacks.

Read more here:
https://swedwatch.org/publication/calling-on-companies-sourcing-bananas-from-ecuador-to-act/",Women,Negative,Discriminative,,Social Media
"Successful Commencement of ''WIF-UNDP GEF SGP Women Entrepreneurship Program'' on Thursday, 28th October 2021. We have received an overwhelming response for the program and we have expanded the group size to accomodate more women entrepreneurs. Speaking at the Inaugural Session, Ms. Dinali Jayasinghe, National Coordinator, UNDP GEF SGP and Mr. K. Gamage, Deputy Chair, WIF. The first session on Entrepreneurship story telling was delivered by Ms. Seroshi Nandasiri, Chair, WIF. The first phase of the program to continue on a virtual platform bi-weekly and is aimed at infusing entrepreneurship knowledge and skills and to be delivered by an industry expert panel. 

#wif, #womenentrepreneurship #womeninbusiness #womenempowement",Women,Positive,Non Discriminative,,Social Media
"Marking another successful innovative endeavor embarked on by the SLCDF Team, while conducting a DIG – USAID funded project, in an effort to reduce the polythene used in the plant nursery sector by introducing a bio degradable fabric containers manufactured from used fabric project. #HELPPROTECTTHEENVIRONMENT #REDUCEPOLYTHENEUSE #SLCDFINNOVATIONS.",None,Positive,Non Discriminative,,Social Media
